,Unnamed: 0,code,invasive,scientific_name,scope,score,severity,timing,title,Unnamed: 0.1,category,class_name,family_name,genus_name,infra_name,infra_rank,kingdom_name,order_name,phylum_name,population,taxonid
1114,1114,2.1.2,,Alouatta ululata,,Low Impact: 3,,Ongoing,Small-holder farming,305,EN,MAMMALIA,ATELIDAE,Alouatta,,,ANIMALIA,PRIMATES,CHORDATA,,918
1115,1115,2.3,,Alouatta ululata,,Low Impact: 3,,Ongoing,Livestock farming & ranching,305,EN,MAMMALIA,ATELIDAE,Alouatta,,,ANIMALIA,PRIMATES,CHORDATA,,918
1116,1116,2.3.2,,Alouatta ululata,,Low Impact: 3,,Ongoing,"Small-holder grazing, ranching or farming",305,EN,MAMMALIA,ATELIDAE,Alouatta,,,ANIMALIA,PRIMATES,CHORDATA,,918
1117,1117,4.1,,Alouatta ululata,,Low Impact: 3,,Ongoing,Roads & railroads,305,EN,MAMMALIA,ATELIDAE,Alouatta,,,ANIMALIA,PRIMATES,CHORDATA,,918
1118,1118,5.1,,Alouatta ululata,,Low Impact: 3,,Ongoing,Hunting & trapping terrestrial animals,305,EN,MAMMALIA,ATELIDAE,Alouatta,,,ANIMALIA,PRIMATES,CHORDATA,,918
1119,1119,5.1.1,,Alouatta ululata,,Low Impact: 3,,Ongoing,Intentional use (species is the target),305,EN,MAMMALIA,ATELIDAE,Alouatta,,,ANIMALIA,PRIMATES,CHORDATA,,918
1120,1120,5.3,,Alouatta ululata,,Low Impact: 3,,Ongoing,Logging & wood harvesting,305,EN,MAMMALIA,ATELIDAE,Alouatta,,,ANIMALIA,PRIMATES,CHORDATA,,918
1121,1121,5.3.5,,Alouatta ululata,,Low Impact: 3,,Ongoing,Motivation Unknown/Unrecorded,305,EN,MAMMALIA,ATELIDAE,Alouatta,,,ANIMALIA,PRIMATES,CHORDATA,,918
1122,1122,2.2,,Alsodes barrioi,,Low Impact: 3,,Ongoing,Wood & pulp plantations,309,EN,AMPHIBIA,ALSODIDAE,Alsodes,,,ANIMALIA,ANURA,CHORDATA,,928
1123,1123,2.2.2,,Alsodes barrioi,,Low Impact: 3,,Ongoing,Agro-industry plantations,309,EN,AMPHIBIA,ALSODIDAE,Alsodes,,,ANIMALIA,ANURA,CHORDATA,,928
1124,1124,2.3,,Alsodes barrioi,,Low Impact: 3,,Ongoing,Livestock farming & ranching,309,EN,AMPHIBIA,ALSODIDAE,Alsodes,,,ANIMALIA,ANURA,CHORDATA,,928
1125,1125,2.3.2,,Alsodes barrioi,,Low Impact: 3,,Ongoing,"Small-holder grazing, ranching or farming",309,EN,AMPHIBIA,ALSODIDAE,Alsodes,,,ANIMALIA,ANURA,CHORDATA,,928
1126,1126,7.1,,Alsodes barrioi,,Low Impact: 3,,Ongoing,Fire & fire suppression,309,EN,AMPHIBIA,ALSODIDAE,Alsodes,,,ANIMALIA,ANURA,CHORDATA,,928
1127,1127,7.1.1,,Alsodes barrioi,,Low Impact: 3,,Ongoing,Increase in fire frequency/intensity,309,EN,AMPHIBIA,ALSODIDAE,Alsodes,,,ANIMALIA,ANURA,CHORDATA,,928
1128,1128,1.1,,Alsodes montanus,,Low Impact: 3,,Ongoing,Housing & urban areas,310,VU,AMPHIBIA,ALSODIDAE,Alsodes,,,ANIMALIA,ANURA,CHORDATA,,929
1129,1129,1.3,,Alsodes montanus,,Low Impact: 3,,Ongoing,Tourism & recreation areas,310,VU,AMPHIBIA,ALSODIDAE,Alsodes,,,ANIMALIA,ANURA,CHORDATA,,929
1130,1130,6.1,,Alsodes montanus,,Low Impact: 3,,Ongoing,Recreational activities,310,VU,AMPHIBIA,ALSODIDAE,Alsodes,,,ANIMALIA,ANURA,CHORDATA,,929
1131,1131,7.2,,Alsodes montanus,Minority (<50%),No/Negligible Impact: 2,,Future,Dams & water management/use,310,VU,AMPHIBIA,ALSODIDAE,Alsodes,,,ANIMALIA,ANURA,CHORDATA,,929
1132,1132,7.2.9,,Alsodes montanus,Minority (<50%),No/Negligible Impact: 2,,Future,Small dams,310,VU,AMPHIBIA,ALSODIDAE,Alsodes,,,ANIMALIA,ANURA,CHORDATA,,929
1133,1133,9.1,,Alsodes montanus,Minority (<50%),Low Impact: 4,,Ongoing,Domestic & urban waste water,310,VU,AMPHIBIA,ALSODIDAE,Alsodes,,,ANIMALIA,ANURA,CHORDATA,,929
1134,1134,9.1.1,,Alsodes montanus,Minority (<50%),Low Impact: 4,,Ongoing,Sewage,310,VU,AMPHIBIA,ALSODIDAE,Alsodes,,,ANIMALIA,ANURA,CHORDATA,,929
1135,1135,1.1,,Alsodes vanzolinii,,Low Impact: 3,,Ongoing,Housing & urban areas,311,EN,AMPHIBIA,ALSODIDAE,Alsodes,,,ANIMALIA,ANURA,CHORDATA,,932
1136,1136,2.2,,Alsodes vanzolinii,,Low Impact: 3,,Ongoing,Wood & pulp plantations,311,EN,AMPHIBIA,ALSODIDAE,Alsodes,,,ANIMALIA,ANURA,CHORDATA,,932
1137,1137,2.2.2,,Alsodes vanzolinii,,Low Impact: 3,,Ongoing,Agro-industry plantations,311,EN,AMPHIBIA,ALSODIDAE,Alsodes,,,ANIMALIA,ANURA,CHORDATA,,932
1138,1138,7.1,,Alsodes vanzolinii,,Low Impact: 3,,Ongoing,Fire & fire suppression,311,EN,AMPHIBIA,ALSODIDAE,Alsodes,,,ANIMALIA,ANURA,CHORDATA,,932
1139,1139,7.1.1,,Alsodes vanzolinii,,Low Impact: 3,,Ongoing,Increase in fire frequency/intensity,311,EN,AMPHIBIA,ALSODIDAE,Alsodes,,,ANIMALIA,ANURA,CHORDATA,,932
1140,1140,11.4,,Alsophis antiguae,Unknown,Unknown,Negligible declines,Ongoing,Storms & flooding,312,CR,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,939
1141,1141,6.1,,Alsophis antiguae,Unknown,Unknown,Unknown,Ongoing,Recreational activities,312,CR,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,939
1142,1142,6.3,,Alsophis antiguae,Unknown,Unknown,Unknown,Ongoing,Work & other activities,312,CR,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,939
1143,1143,7.1,,Alsophis antiguae,Unknown,Unknown,Unknown,Ongoing,Fire & fire suppression,312,CR,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,939
1144,1144,7.1.3,,Alsophis antiguae,Unknown,Unknown,Unknown,Ongoing,Trend Unknown/Unrecorded,312,CR,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,939
1145,1145,8.1,Herpestes auropunctatus,Alsophis antiguae,Majority (50-90%),Past Impact,Rapid Declines,"Past, Likely to Return",Invasive non-native/alien species/diseases (Herpestes auropunctatus),312,CR,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,939
1146,1146,8.1,Rattus rattus,Alsophis antiguae,Majority (50-90%),Past Impact,Rapid Declines,"Past, Likely to Return",Invasive non-native/alien species/diseases (Rattus rattus),312,CR,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,939
1147,1147,8.1.2,Herpestes auropunctatus,Alsophis antiguae,Majority (50-90%),Past Impact,Rapid Declines,"Past, Likely to Return",Named species (Herpestes auropunctatus),312,CR,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,939
1148,1148,8.1.2,Rattus rattus,Alsophis antiguae,Majority (50-90%),Past Impact,Rapid Declines,"Past, Likely to Return",Named species (Rattus rattus),312,CR,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,939
1149,1149,8.1,Herpestes auropunctatus,Hypsirhynchus ater,Whole (>90%),Past Impact,Very Rapid Declines,"Past, Unlikely to Return",Invasive non-native/alien species/diseases (Herpestes auropunctatus),313,CR,REPTILIA,DIPSADIDAE,Hypsirhynchus,,,ANIMALIA,SQUAMATA,CHORDATA,,940
1150,1150,8.1.2,Herpestes auropunctatus,Hypsirhynchus ater,Whole (>90%),Past Impact,Very Rapid Declines,"Past, Unlikely to Return",Named species (Herpestes auropunctatus),313,CR,REPTILIA,DIPSADIDAE,Hypsirhynchus,,,ANIMALIA,SQUAMATA,CHORDATA,,940
1151,1151,1.1,,Alsophis rijgersmaei,Majority (50-90%),Unknown,Unknown,Ongoing,Housing & urban areas,314,EN,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,941
1152,1152,5.1,,Alsophis rijgersmaei,Whole (>90%),Unknown,Unknown,Ongoing,Hunting & trapping terrestrial animals,314,EN,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,941
1153,1153,5.1.3,,Alsophis rijgersmaei,Whole (>90%),Unknown,Unknown,Ongoing,Persecution/control,314,EN,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,941
1154,1154,8.1,Felis catus,Alsophis rijgersmaei,Whole (>90%),Unknown,Unknown,Ongoing,Invasive non-native/alien species/diseases (Felis catus),314,EN,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,941
1155,1155,8.1,Herpestes auropunctatus,Alsophis rijgersmaei,Minority (<50%),Low Impact: 5,"Slow, Significant Declines",Ongoing,Invasive non-native/alien species/diseases (Herpestes auropunctatus),314,EN,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,941
1156,1156,8.1.2,Felis catus,Alsophis rijgersmaei,Whole (>90%),Unknown,Unknown,Ongoing,Named species (Felis catus),314,EN,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,941
1157,1157,8.1.2,Herpestes auropunctatus,Alsophis rijgersmaei,Minority (<50%),Low Impact: 5,"Slow, Significant Declines",Ongoing,Named species (Herpestes auropunctatus),314,EN,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,941
1158,1158,8.1,Felis catus,Alsophis rufiventris,Whole (>90%),Unknown,Unknown,Ongoing,Invasive non-native/alien species/diseases (Felis catus),315,VU,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,942
1159,1159,8.1,Herpestes auropunctatus,Alsophis rufiventris,Whole (>90%),Medium Impact: 7,Very Rapid Declines,Future,Invasive non-native/alien species/diseases (Herpestes auropunctatus),315,VU,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,942
1160,1160,8.1.2,Felis catus,Alsophis rufiventris,Whole (>90%),Unknown,Unknown,Ongoing,Named species (Felis catus),315,VU,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,942
1161,1161,8.1.2,Herpestes auropunctatus,Alsophis rufiventris,Whole (>90%),Medium Impact: 7,Very Rapid Declines,Future,Named species (Herpestes auropunctatus),315,VU,REPTILIA,DIPSADIDAE,Alsophis,,,ANIMALIA,SQUAMATA,CHORDATA,,942
1162,1162,6.2,,Alticola montosa,,,,Ongoing,"War, civil unrest & military exercises",321,VU,MAMMALIA,CRICETIDAE,Alticola,,,ANIMALIA,RODENTIA,CHORDATA,,953
1163,1163,1.1,,Alticola roylei,,Low Impact: 3,,Ongoing,Housing & urban areas,322,NT,MAMMALIA,CRICETIDAE,Alticola,,,ANIMALIA,RODENTIA,CHORDATA,,954
1164,1164,2.3,,Alticola roylei,,Low Impact: 3,,Ongoing,Livestock farming & ranching,322,NT,MAMMALIA,CRICETIDAE,Alticola,,,ANIMALIA,RODENTIA,CHORDATA,,954
1165,1165,2.3.4,,Alticola roylei,,Low Impact: 3,,Ongoing,Scale Unknown/Unrecorded,322,NT,MAMMALIA,CRICETIDAE,Alticola,,,ANIMALIA,RODENTIA,CHORDATA,,954
1166,1166,6.3,,Alticola roylei,,Low Impact: 3,,Ongoing,Work & other activities,322,NT,MAMMALIA,CRICETIDAE,Alticola,,,ANIMALIA,RODENTIA,CHORDATA,,954
1167,1167,1.1,,Alytes muletensis,,Low Impact: 3,,Ongoing,Housing & urban areas,327,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,977
1168,1168,11.2,,Alytes muletensis,,Low Impact: 3,,Ongoing,Droughts,327,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,977
1169,1169,1.2,,Alytes muletensis,,Low Impact: 3,,Ongoing,Commercial & industrial areas,327,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,977
1170,1170,7.2,,Alytes muletensis,,Low Impact: 3,,Ongoing,Dams & water management/use,327,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,977
1171,1171,7.2.11,,Alytes muletensis,,Low Impact: 3,,Ongoing,Dams (size unknown),327,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,977
1172,1172,7.2.8,,Alytes muletensis,,Low Impact: 3,,Ongoing,Abstraction of ground water (unknown use),327,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,977
1173,1173,8.1,Batrachochytrium dendrobatidis,Alytes muletensis,,Low Impact: 3,,Ongoing,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),327,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,977
1174,1174,8.1,Natrix maura,Alytes muletensis,,Low Impact: 3,,Ongoing,Invasive non-native/alien species/diseases (Natrix maura),327,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,977
1175,1175,8.1,Pelophylax perezi,Alytes muletensis,,Low Impact: 3,,Ongoing,Invasive non-native/alien species/diseases (Pelophylax perezi),327,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,977
1176,1176,8.1.2,Batrachochytrium dendrobatidis,Alytes muletensis,,Low Impact: 3,,Ongoing,Named species (Batrachochytrium dendrobatidis),327,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,977
1177,1177,8.1.2,Natrix maura,Alytes muletensis,,Low Impact: 3,,Ongoing,Named species (Natrix maura),327,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,977
1178,1178,8.1.2,Pelophylax perezi,Alytes muletensis,,Low Impact: 3,,Ongoing,Named species (Pelophylax perezi),327,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,977
1179,1179,8.2,,Alytes muletensis,,Low Impact: 3,,Ongoing,Problematic native species/diseases,327,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,977
1180,1180,11.2,,Alytes dickhilleni,,Low Impact: 3,,Ongoing,Droughts,328,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,979
1181,1181,2.1,,Alytes dickhilleni,,Low Impact: 3,,Ongoing,Annual & perennial non-timber crops,328,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,979
1182,1182,2.1.3,,Alytes dickhilleni,,Low Impact: 3,,Ongoing,Agro-industry farming,328,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,979
1183,1183,7.2,,Alytes dickhilleni,,Low Impact: 3,,Ongoing,Dams & water management/use,328,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,979
1184,1184,7.2.7,,Alytes dickhilleni,,Low Impact: 3,,Ongoing,Abstraction of ground water (agricultural use),328,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,979
1185,1185,7.3,,Alytes dickhilleni,,Low Impact: 3,,Ongoing,Other ecosystem modifications,328,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,979
1186,1186,8.2,,Alytes dickhilleni,,No/Negligible Impact: 1,,Future,Problematic native species/diseases,328,VU,AMPHIBIA,ALYTIDAE,Alytes,,,ANIMALIA,ANURA,CHORDATA,,979
1187,1187,7.2,,Alzoniella hartwigschuetti,Unknown,Unknown,Unknown,Ongoing,Dams & water management/use,329,NT,GASTROPODA,HYDROBIIDAE,Alzoniella,,,ANIMALIA,LITTORINIMORPHA,MOLLUSCA,,980
1188,1188,7.2.5,,Alzoniella hartwigschuetti,Unknown,Unknown,Unknown,Ongoing,Abstraction of ground water (domestic use),329,NT,GASTROPODA,HYDROBIIDAE,Alzoniella,,,ANIMALIA,LITTORINIMORPHA,MOLLUSCA,,980
1189,1189,9.3,,Alzoniella hartwigschuetti,Unknown,Unknown,Unknown,Ongoing,Agricultural & forestry effluents,329,NT,GASTROPODA,HYDROBIIDAE,Alzoniella,,,ANIMALIA,LITTORINIMORPHA,MOLLUSCA,,980
1190,1190,9.3.3,,Alzoniella hartwigschuetti,Unknown,Unknown,Unknown,Ongoing,Herbicides and pesticides,329,NT,GASTROPODA,HYDROBIIDAE,Alzoniella,,,ANIMALIA,LITTORINIMORPHA,MOLLUSCA,,980
1191,1191,2.1,,Amanipodagrion gilliesi,,Low Impact: 3,,Ongoing,Annual & perennial non-timber crops,330,CR,INSECTA,MEGAPODAGRIONIDAE,Amanipodagrion,,,ANIMALIA,ODONATA,ARTHROPODA,,984
1192,1192,2.1.2,,Amanipodagrion gilliesi,,Low Impact: 3,,Ongoing,Small-holder farming,330,CR,INSECTA,MEGAPODAGRIONIDAE,Amanipodagrion,,,ANIMALIA,ODONATA,ARTHROPODA,,984
1193,1193,2.1.3,,Amanipodagrion gilliesi,,Low Impact: 3,,Ongoing,Agro-industry farming,330,CR,INSECTA,MEGAPODAGRIONIDAE,Amanipodagrion,,,ANIMALIA,ODONATA,ARTHROPODA,,984
1194,1194,2.2,,Amanipodagrion gilliesi,,Low Impact: 3,,Ongoing,Wood & pulp plantations,330,CR,INSECTA,MEGAPODAGRIONIDAE,Amanipodagrion,,,ANIMALIA,ODONATA,ARTHROPODA,,984
1195,1195,2.2.1,,Amanipodagrion gilliesi,,Low Impact: 3,,Ongoing,Small-holder plantations,330,CR,INSECTA,MEGAPODAGRIONIDAE,Amanipodagrion,,,ANIMALIA,ODONATA,ARTHROPODA,,984
1196,1196,2.2.2,,Amanipodagrion gilliesi,,Low Impact: 3,,Ongoing,Agro-industry plantations,330,CR,INSECTA,MEGAPODAGRIONIDAE,Amanipodagrion,,,ANIMALIA,ODONATA,ARTHROPODA,,984
1197,1197,5.3,,Amanipodagrion gilliesi,,Low Impact: 3,,Ongoing,Logging & wood harvesting,330,CR,INSECTA,MEGAPODAGRIONIDAE,Amanipodagrion,,,ANIMALIA,ODONATA,ARTHROPODA,,984
1198,1198,5.3.5,,Amanipodagrion gilliesi,,Low Impact: 3,,Ongoing,Motivation Unknown/Unrecorded,330,CR,INSECTA,MEGAPODAGRIONIDAE,Amanipodagrion,,,ANIMALIA,ODONATA,ARTHROPODA,,984
1199,1199,9.1,,Amanipodagrion gilliesi,,Low Impact: 3,,Ongoing,Domestic & urban waste water,330,CR,INSECTA,MEGAPODAGRIONIDAE,Amanipodagrion,,,ANIMALIA,ODONATA,ARTHROPODA,,984
1200,1200,9.1.3,,Amanipodagrion gilliesi,,Low Impact: 3,,Ongoing,Type Unknown/Unrecorded,330,CR,INSECTA,MEGAPODAGRIONIDAE,Amanipodagrion,,,ANIMALIA,ODONATA,ARTHROPODA,,984
1201,1201,9.3,,Amanipodagrion gilliesi,,Low Impact: 3,,Ongoing,Agricultural & forestry effluents,330,CR,INSECTA,MEGAPODAGRIONIDAE,Amanipodagrion,,,ANIMALIA,ODONATA,ARTHROPODA,,984
1202,1202,9.3.2,,Amanipodagrion gilliesi,,Low Impact: 3,,Ongoing,"Soil erosion, sedimentation",330,CR,INSECTA,MEGAPODAGRIONIDAE,Amanipodagrion,,,ANIMALIA,ODONATA,ARTHROPODA,,984
1203,1203,9.3.4,,Amanipodagrion gilliesi,,Low Impact: 3,,Ongoing,Type Unknown/Unrecorded,330,CR,INSECTA,MEGAPODAGRIONIDAE,Amanipodagrion,,,ANIMALIA,ODONATA,ARTHROPODA,,984
1204,1204,7.2,,Ambloplites cavifrons,Majority (50-90%),Low Impact: 5,,Ongoing,Dams & water management/use,353,LC,ACTINOPTERYGII,CENTRARCHIDAE,Ambloplites,,,ANIMALIA,PERCIFORMES,CHORDATA,,1078
1205,1205,7.2.11,,Ambloplites cavifrons,Majority (50-90%),Low Impact: 5,,Ongoing,Dams (size unknown),353,LC,ACTINOPTERYGII,CENTRARCHIDAE,Ambloplites,,,ANIMALIA,PERCIFORMES,CHORDATA,,1078
1206,1206,8.1,Ambloplites rupestris,Ambloplites cavifrons,Majority (50-90%),Low Impact: 5,,Ongoing,Invasive non-native/alien species/diseases (Ambloplites rupestris),353,LC,ACTINOPTERYGII,CENTRARCHIDAE,Ambloplites,,,ANIMALIA,PERCIFORMES,CHORDATA,,1078
1207,1207,8.1.2,Ambloplites rupestris,Ambloplites cavifrons,Majority (50-90%),Low Impact: 5,,Ongoing,Named species (Ambloplites rupestris),353,LC,ACTINOPTERYGII,CENTRARCHIDAE,Ambloplites,,,ANIMALIA,PERCIFORMES,CHORDATA,,1078
1208,1208,9.1,,Ambloplites cavifrons,Majority (50-90%),Low Impact: 5,,Ongoing,Domestic & urban waste water,353,LC,ACTINOPTERYGII,CENTRARCHIDAE,Ambloplites,,,ANIMALIA,PERCIFORMES,CHORDATA,,1078
1209,1209,9.1.3,,Ambloplites cavifrons,Majority (50-90%),Low Impact: 5,,Ongoing,Type Unknown/Unrecorded,353,LC,ACTINOPTERYGII,CENTRARCHIDAE,Ambloplites,,,ANIMALIA,PERCIFORMES,CHORDATA,,1078
1210,1210,9.2,,Ambloplites cavifrons,Majority (50-90%),Low Impact: 5,,Ongoing,Industrial & military effluents,353,LC,ACTINOPTERYGII,CENTRARCHIDAE,Ambloplites,,,ANIMALIA,PERCIFORMES,CHORDATA,,1078
1211,1211,9.2.3,,Ambloplites cavifrons,Majority (50-90%),Low Impact: 5,,Ongoing,Type Unknown/Unrecorded,353,LC,ACTINOPTERYGII,CENTRARCHIDAE,Ambloplites,,,ANIMALIA,PERCIFORMES,CHORDATA,,1078
1212,1212,9.3,,Ambloplites cavifrons,Majority (50-90%),Low Impact: 5,,Ongoing,Agricultural & forestry effluents,353,LC,ACTINOPTERYGII,CENTRARCHIDAE,Ambloplites,,,ANIMALIA,PERCIFORMES,CHORDATA,,1078
1213,1213,9.3.4,,Ambloplites cavifrons,Majority (50-90%),Low Impact: 5,,Ongoing,Type Unknown/Unrecorded,353,LC,ACTINOPTERYGII,CENTRARCHIDAE,Ambloplites,,,ANIMALIA,PERCIFORMES,CHORDATA,,1078
1214,1214,6.1,,Amblyopsis rosae,Majority (50-90%),Low Impact: 5,,Ongoing,Recreational activities,354,NT,ACTINOPTERYGII,AMBLYOPSIDAE,Amblyopsis,,,ANIMALIA,PERCOPSIFORMES,CHORDATA,,1079
1215,1215,7.2,,Amblyopsis rosae,Majority (50-90%),Low Impact: 5,,Ongoing,Dams & water management/use,354,NT,ACTINOPTERYGII,AMBLYOPSIDAE,Amblyopsis,,,ANIMALIA,PERCOPSIFORMES,CHORDATA,,1079
1216,1216,7.2,,Amblyopsis rosae,Unknown,Unknown,,Ongoing,Dams & water management/use,354,NT,ACTINOPTERYGII,AMBLYOPSIDAE,Amblyopsis,,,ANIMALIA,PERCOPSIFORMES,CHORDATA,,1079
1217,1217,7.2.11,,Amblyopsis rosae,Unknown,Unknown,,Ongoing,Dams (size unknown),354,NT,ACTINOPTERYGII,AMBLYOPSIDAE,Amblyopsis,,,ANIMALIA,PERCOPSIFORMES,CHORDATA,,1079
1218,1218,7.2.5,,Amblyopsis rosae,Majority (50-90%),Low Impact: 5,,Ongoing,Abstraction of ground water (domestic use),354,NT,ACTINOPTERYGII,AMBLYOPSIDAE,Amblyopsis,,,ANIMALIA,PERCOPSIFORMES,CHORDATA,,1079
1219,1219,7.2.7,,Amblyopsis rosae,Majority (50-90%),Low Impact: 5,,Ongoing,Abstraction of ground water (agricultural use),354,NT,ACTINOPTERYGII,AMBLYOPSIDAE,Amblyopsis,,,ANIMALIA,PERCOPSIFORMES,CHORDATA,,1079
1220,1220,9.1,,Amblyopsis rosae,Whole (>90%),Medium Impact: 6,,Ongoing,Domestic & urban waste water,354,NT,ACTINOPTERYGII,AMBLYOPSIDAE,Amblyopsis,,,ANIMALIA,PERCOPSIFORMES,CHORDATA,,1079
1221,1221,9.1.1,,Amblyopsis rosae,Whole (>90%),Medium Impact: 6,,Ongoing,Sewage,354,NT,ACTINOPTERYGII,AMBLYOPSIDAE,Amblyopsis,,,ANIMALIA,PERCOPSIFORMES,CHORDATA,,1079
1222,1222,9.1.2,,Amblyopsis rosae,Whole (>90%),Medium Impact: 6,,Ongoing,Run-off,354,NT,ACTINOPTERYGII,AMBLYOPSIDAE,Amblyopsis,,,ANIMALIA,PERCOPSIFORMES,CHORDATA,,1079
1223,1223,9.2,,Amblyopsis rosae,Unknown,Unknown,,Ongoing,Industrial & military effluents,354,NT,ACTINOPTERYGII,AMBLYOPSIDAE,Amblyopsis,,,ANIMALIA,PERCOPSIFORMES,CHORDATA,,1079
1224,1224,9.2,,Amblyopsis rosae,Whole (>90%),Medium Impact: 6,,Ongoing,Industrial & military effluents,354,NT,ACTINOPTERYGII,AMBLYOPSIDAE,Amblyopsis,,,ANIMALIA,PERCOPSIFORMES,CHORDATA,,1079
1225,1225,9.2.1,,Amblyopsis rosae,Whole (>90%),Medium Impact: 6,,Ongoing,Oil spills,354,NT,ACTINOPTERYGII,AMBLYOPSIDAE,Amblyopsis,,,ANIMALIA,PERCOPSIFORMES,CHORDATA,,1079
1226,1226,9.2.2,,Amblyopsis rosae,Unknown,Unknown,,Ongoing,Seepage from mining,354,NT,ACTINOPTERYGII,AMBLYOPSIDAE,Amblyopsis,,,ANIMALIA,PERCOPSIFORMES,CHORDATA,,1079
1227,1227,9.3,,Amblyopsis rosae,Majority (50-90%),Low Impact: 5,,Ongoing,Agricultural & forestry effluents,354,NT,ACTINOPTERYGII,AMBLYOPSIDAE,Amblyopsis,,,ANIMALIA,PERCOPSIFORMES,CHORDATA,,1079
1228,1228,9.3.1,,Amblyopsis rosae,Majority (50-90%),Low Impact: 5,,Ongoing,Nutrient loads,354,NT,ACTINOPTERYGII,AMBLYOPSIDAE,Amblyopsis,,,ANIMALIA,PERCOPSIFORMES,CHORDATA,,1079
1229,1229,9.3.3,,Amblyopsis rosae,Majority (50-90%),Low Impact: 5,,Ongoing,Herbicides and pesticides,354,NT,ACTINOPTERYGII,AMBLYOPSIDAE,Amblyopsis,,,ANIMALIA,PERCOPSIFORMES,CHORDATA,,1079
1230,1230,7.2,,Amblyopsis spelaea,Majority (50-90%),Low Impact: 5,,Ongoing,Dams & water management/use,355,NT,ACTINOPTERYGII,AMBLYOPSIDAE,Amblyopsis,,,ANIMALIA,PERCOPSIFORMES,CHORDATA,,1080
1231,1231,7.2.7,,Amblyopsis spelaea,Majority (50-90%),Low Impact: 5,,Ongoing,Abstraction of ground water (agricultural use),355,NT,ACTINOPTERYGII,AMBLYOPSIDAE,Amblyopsis,,,ANIMALIA,PERCOPSIFORMES,CHORDATA,,1080
